order_item_id,order_id,product_id,quantity,unit_price,subtotal
271,91,47,1,147.59,147.59
272,91,30,1,264.32,264.32
273,91,47,3,147.59,442.77
274,92,55,2,317.52,635.04
275,92,71,4,208.34,833.36
276,92,82,1,456.22,456.22
277,92,62,1,378.63,378.63
278,92,41,5,132.03,660.15
279,93,25,5,58.97,294.85
280,94,61,3,236.77,710.31
281,94,14,4,226.87,907.48
282,94,80,1,231.93,231.93
283,95,41,2,132.03,264.06
284,95,60,2,463.32,926.64
285,95,71,1,208.34,208.34
286,95,84,3,448.9,1346.7
287,96,29,4,148.73,594.92
288,96,55,5,317.52,1587.6
289,96,73,5,478.22,2391.1
290,97,3,1,298.06,298.06
291,97,24,5,313.69,1568.45
292,98,22,5,180.62,903.1
293,98,1,5,425.15,2125.75
294,99,5,2,463.08,926.16
295,99,71,3,208.34,625.02
296,99,87,4,31.74,126.96
297,100,82,1,456.22,456.22
298,100,27,1,169.87,169.87
299,100,18,3,110.9,332.7
300,100,73,4,478.22,1912.88
301,100,55,3,317.52,952.56
302,101,56,4,106.88,427.52
303,101,26,1,93.84,93.84
304,101,24,2,313.69,627.38
305,101,21,4,466.52,1866.08
306,102,84,4,448.9,1795.6
307,102,98,1,463.98,463.98
308,102,77,3,22.82,68.46
309,102,83,4,455.02,1820.08
310,103,74,1,156.04,156.04
311,103,60,2,463.32,926.64
312,104,37,5,18.93,94.65
313,105,46,3,8.37,25.11
314,106,57,5,220.38,1101.9
315,106,31,4,465.13,1860.52
316,106,75,4,293.85,1175.4
317,106,67,5,90.33,451.65
318,106,66,5,310.48,1552.4
319,107,75,4,293.85,1175.4
320,107,5,4,463.08,1852.32
321,108,92,4,170.38,681.52
322,108,82,5,456.22,2281.1
323,109,40,1,116.91,116.91
324,109,17,4,279.22,1116.88
325,109,57,4,220.38,881.52
326,109,13,4,156.7,626.8
327,110,76,1,264.16,264.16
328,111,81,4,21.17,84.68
329,111,12,4,315.88,1263.52
330,112,95,2,120.38,240.76
331,112,38,3,307.83,923.49
332,112,53,3,495.45,1486.35
333,113,32,3,482.23,1446.69
334,114,64,1,386.16,386.16
335,114,13,1,156.7,156.7
336,114,45,5,153.43,767.15
337,114,40,2,116.91,233.82
338,114,37,2,18.93,37.86
339,115,17,4,279.22,1116.88
340,115,98,3,463.98,1391.94
341,115,64,4,386.16,1544.64
342,115,88,4,61.41,245.64
343,115,91,4,97.89,391.56
344,116,52,2,287.14,574.28
345,117,87,2,31.74,63.48
346,117,14,4,226.87,907.48
347,117,52,1,287.14,287.14
348,118,57,4,220.38,881.52
349,118,20,3,163.74,491.22
350,119,70,5,336.06,1680.3
351,120,46,2,8.37,16.74
352,121,52,3,287.14,861.42
353,121,73,4,478.22,1912.88
354,122,80,3,231.93,695.79
355,123,24,4,313.69,1254.76
356,123,77,3,22.82,68.46
357,123,59,5,50.53,252.65
358,123,55,1,317.52,317.52
359,124,34,1,52.96,52.96
360,124,50,5,338.6,1693.0
361,125,90,1,432.36,432.36
362,126,1,3,425.15,1275.45
363,126,24,4,313.69,1254.76
364,126,24,1,313.69,313.69
365,127,63,4,7.05,28.2
366,128,7,5,21.26,106.3
367,128,81,4,21.17,84.68
368,129,43,3,112.62,337.86
369,129,87,1,31.74,31.74
370,129,69,2,127.54,255.08
371,130,63,3,7.05,21.15
372,130,100,4,446.87,1787.48
373,130,2,1,98.29,98.29
374,131,77,3,22.82,68.46
375,131,87,3,31.74,95.22
376,131,95,3,120.38,361.14
377,131,66,2,310.48,620.96
378,131,36,4,258.12,1032.48
379,132,71,5,208.34,1041.7
380,133,88,3,61.41,184.23
381,134,59,1,50.53,50.53
382,134,83,3,455.02,1365.06
383,134,5,4,463.08,1852.32
384,135,35,4,487.48,1949.92
385,135,87,5,31.74,158.7
386,136,55,3,317.52,952.56
387,137,74,1,156.04,156.04
388,137,41,2,132.03,264.06
389,137,14,5,226.87,1134.35
390,138,99,4,308.48,1233.92
391,138,7,5,21.26,106.3
392,138,61,4,236.77,947.08
393,138,59,3,50.53,151.59
394,138,51,1,462.38,462.38
395,139,66,5,310.48,1552.4
396,139,16,3,431.44,1294.32
397,139,82,3,456.22,1368.66
398,139,5,2,463.08,926.16
399,139,67,1,90.33,90.33
400,140,14,2,226.87,453.74
401,140,45,4,153.43,613.72
402,141,21,5,466.52,2332.6
403,141,6,2,189.64,379.28
404,141,49,4,129.19,516.76
405,141,75,3,293.85,881.55
406,142,42,5,278.92,1394.6
407,142,21,1,466.52,466.52
408,142,7,1,21.26,21.26
409,143,5,2,463.08,926.16
410,143,30,5,264.32,1321.6
411,143,52,3,287.14,861.42
412,144,11,2,192.64,385.28
413,144,92,3,170.38,511.14
414,145,85,3,276.89,830.67
415,146,4,5,286.47,1432.35
416,146,72,1,471.19,471.19
417,146,40,4,116.91,467.64
418,146,80,3,231.93,695.79
419,146,10,4,403.13,1612.52
420,147,52,5,287.14,1435.7
421,147,24,2,313.69,627.38
422,147,67,1,90.33,90.33
423,147,15,3,56.17,168.51
424,148,57,3,220.38,661.14
425,148,69,2,127.54,255.08
426,148,11,4,192.64,770.56
427,149,9,2,88.43,176.86
428,150,89,4,123.21,492.84
429,151,12,3,315.88,947.64
430,151,27,2,169.87,339.74
431,152,80,5,231.93,1159.65
432,152,44,2,462.08,924.16
433,152,5,4,463.08,1852.32
434,152,17,5,279.22,1396.1
435,153,18,5,110.9,554.5
436,153,29,5,148.73,743.65
437,154,33,5,84.95,424.75
438,154,37,2,18.93,37.86
439,154,45,1,153.43,153.43
440,155,31,4,465.13,1860.52
441,155,78,5,75.28,376.4
442,156,22,4,180.62,722.48
443,156,89,1,123.21,123.21
444,156,61,4,236.77,947.08
445,157,89,4,123.21,492.84
446,157,51,1,462.38,462.38
447,157,95,2,120.38,240.76
448,158,77,2,22.82,45.64
449,158,46,1,8.37,8.37
450,159,15,1,56.17,56.17
451,159,79,2,219.91,439.82
452,159,71,5,208.34,1041.7
453,159,87,2,31.74,63.48
454,160,82,3,456.22,1368.66
455,160,29,1,148.73,148.73
456,161,92,5,170.38,851.9
457,162,21,3,466.52,1399.56
458,162,99,5,308.48,1542.4
459,162,47,5,147.59,737.95
460,162,58,4,151.22,604.88
461,162,6,2,189.64,379.28
462,163,59,4,50.53,202.12
463,164,81,4,21.17,84.68
464,164,97,2,435.27,870.54
465,164,5,1,463.08,463.08
466,164,74,2,156.04,312.08
467,164,72,3,471.19,1413.57
468,165,27,1,169.87,169.87
469,165,73,1,478.22,478.22
470,165,9,1,88.43,88.43
471,165,31,5,465.13,2325.65
472,166,31,4,465.13,1860.52
473,166,80,5,231.93,1159.65
474,166,8,1,351.35,351.35
475,167,23,2,109.37,218.74
476,168,2,4,98.29,393.16
477,169,29,3,148.73,446.19
478,170,84,3,448.9,1346.7
479,170,69,4,127.54,510.16
480,170,89,3,123.21,369.63
481,170,19,4,266.45,1065.8
482,171,54,3,127.94,383.82
483,171,33,4,84.95,339.8
484,171,95,5,120.38,601.9
485,172,3,3,298.06,894.18
486,173,64,5,386.16,1930.8
487,174,61,1,236.77,236.77
488,175,3,5,298.06,1490.3
489,175,83,5,455.02,2275.1
490,175,97,5,435.27,2176.35
491,176,14,1,226.87,226.87
492,176,2,4,98.29,393.16
493,176,31,1,465.13,465.13
494,177,24,3,313.69,941.07
495,177,23,1,109.37,109.37
496,177,95,4,120.38,481.52
497,177,41,3,132.03,396.09
498,177,37,3,18.93,56.79
499,178,12,4,315.88,1263.52
500,178,16,1,431.44,431.44
501,179,79,1,219.91,219.91
502,179,50,2,338.6,677.2
503,179,36,1,258.12,258.12
504,179,59,4,50.53,202.12
505,179,55,3,317.52,952.56
506,180,7,5,21.26,106.3
507,180,3,1,298.06,298.06
508,180,53,4,495.45,1981.8
509,180,98,5,463.98,2319.9
510,181,56,3,106.88,320.64
511,182,62,3,378.63,1135.89
512,183,35,1,487.48,487.48
513,183,66,2,310.48,620.96
514,183,23,3,109.37,328.11
515,184,62,4,378.63,1514.52
516,184,47,1,147.59,147.59
517,185,25,1,58.97,58.97
518,185,53,2,495.45,990.9
519,185,67,3,90.33,270.99
520,186,53,4,495.45,1981.8
521,186,81,5,21.17,105.85
522,186,32,4,482.23,1928.92
523,186,72,4,471.19,1884.76
524,187,4,4,286.47,1145.88
525,187,28,2,401.9,803.8
526,187,87,4,31.74,126.96
527,187,1,5,425.15,2125.75
528,188,41,1,132.03,132.03
529,188,60,3,463.32,1389.96
530,188,87,1,31.74,31.74
531,188,20,2,163.74,327.48
532,189,83,5,455.02,2275.1
533,189,56,2,106.88,213.76
534,189,64,3,386.16,1158.48
535,189,40,5,116.91,584.55
536,189,60,4,463.32,1853.28
537,190,28,5,401.9,2009.5
538,190,36,2,258.12,516.24
539,190,92,3,170.38,511.14
540,191,78,3,75.28,225.84
541,191,4,2,286.47,572.94
542,191,42,1,278.92,278.92
543,192,8,2,351.35,702.7
544,192,36,5,258.12,1290.6
545,192,22,4,180.62,722.48
546,193,36,1,258.12,258.12
547,194,28,4,401.9,1607.6
548,194,84,5,448.9,2244.5
549,194,85,2,276.89,553.78
550,194,11,4,192.64,770.56
551,195,9,4,88.43,353.72
552,196,80,3,231.93,695.79
553,196,96,5,125.55,627.75
554,196,89,2,123.21,246.42
555,196,48,2,454.26,908.52
556,197,42,4,278.92,1115.68
557,197,89,2,123.21,246.42
558,198,89,3,123.21,369.63
559,198,10,4,403.13,1612.52
560,198,96,1,125.55,125.55
561,199,22,3,180.62,541.86
562,200,76,2,264.16,528.32
563,200,26,1,93.84,93.84
564,200,15,2,56.17,112.34
565,200,74,2,156.04,312.08
566,200,3,3,298.06,894.18
567,201,63,3,7.05,21.15
568,201,15,5,56.17,280.85
569,202,98,2,463.98,927.96
570,202,33,2,84.95,169.9
571,202,2,3,98.29,294.87
572,203,9,5,88.43,442.15
573,203,98,2,463.98,927.96
574,204,91,2,97.89,195.78
575,204,97,1,435.27,435.27
576,204,16,5,431.44,2157.2
577,204,3,2,298.06,596.12
578,204,45,2,153.43,306.86
579,205,98,3,463.98,1391.94
580,205,60,1,463.32,463.32
581,205,78,4,75.28,301.12
582,205,89,1,123.21,123.21
583,205,32,1,482.23,482.23
584,206,76,2,264.16,528.32
585,206,73,3,478.22,1434.66
586,207,87,1,31.74,31.74
587,208,60,3,463.32,1389.96
588,208,25,5,58.97,294.85
589,208,52,1,287.14,287.14
590,209,9,4,88.43,353.72
591,209,29,5,148.73,743.65
592,209,44,1,462.08,462.08
593,209,39,1,14.98,14.98
594,209,5,3,463.08,1389.24
595,210,11,1,192.64,192.64
596,210,86,4,432.54,1730.16
597,210,65,1,315.15,315.15
598,210,89,5,123.21,616.05
599,211,98,5,463.98,2319.9
600,211,36,4,258.12,1032.48
601,211,16,3,431.44,1294.32
602,211,10,2,403.13,806.26
603,211,67,5,90.33,451.65
604,212,3,3,298.06,894.18
605,212,76,2,264.16,528.32
606,213,88,2,61.41,122.82
607,213,60,5,463.32,2316.6
608,214,43,4,112.62,450.48
609,215,92,3,170.38,511.14
610,215,1,2,425.15,850.3
611,215,67,4,90.33,361.32
612,215,27,4,169.87,679.48
613,216,34,3,52.96,158.88
614,217,89,4,123.21,492.84
615,217,83,4,455.02,1820.08
616,217,83,1,455.02,455.02
617,218,45,4,153.43,613.72
618,218,79,5,219.91,1099.55
619,219,38,5,307.83,1539.15
620,219,72,3,471.19,1413.57
621,220,67,5,90.33,451.65
622,220,36,3,258.12,774.36
623,220,62,2,378.63,757.26
624,220,17,5,279.22,1396.1
625,220,81,5,21.17,105.85
626,221,9,4,88.43,353.72
627,221,35,4,487.48,1949.92
628,221,49,4,129.19,516.76
629,221,91,5,97.89,489.45
630,222,91,1,97.89,97.89
631,222,53,1,495.45,495.45
632,222,12,1,315.88,315.88
633,222,72,4,471.19,1884.76
634,222,95,4,120.38,481.52
635,223,87,1,31.74,31.74
636,223,24,3,313.69,941.07
637,223,56,5,106.88,534.4
638,224,32,1,482.23,482.23
639,224,35,5,487.48,2437.4
640,225,82,3,456.22,1368.66
641,225,87,5,31.74,158.7
642,225,50,5,338.6,1693.0
643,225,98,2,463.98,927.96
644,226,13,1,156.7,156.7
645,226,31,5,465.13,2325.65
646,226,95,4,120.38,481.52
647,227,73,4,478.22,1912.88
648,227,28,1,401.9,401.9
649,228,55,2,317.52,635.04
650,229,96,3,125.55,376.65
651,230,51,3,462.38,1387.14
652,230,8,4,351.35,1405.4
653,231,22,5,180.62,903.1
654,232,50,2,338.6,677.2
655,232,73,4,478.22,1912.88
656,232,40,2,116.91,233.82
657,233,95,1,120.38,120.38
658,233,73,4,478.22,1912.88
659,233,84,1,448.9,448.9
660,233,24,4,313.69,1254.76
661,233,37,1,18.93,18.93
662,234,96,4,125.55,502.2
663,234,58,3,151.22,453.66
664,235,88,2,61.41,122.82
665,236,49,3,129.19,387.57
666,236,30,4,264.32,1057.28
667,237,91,5,97.89,489.45
668,237,49,4,129.19,516.76
669,238,40,1,116.91,116.91
670,239,54,4,127.94,511.76
671,239,61,4,236.77,947.08
672,240,23,5,109.37,546.85
673,240,14,5,226.87,1134.35
674,240,96,3,125.55,376.65
675,240,84,1,448.9,448.9
676,240,46,5,8.37,41.85
677,241,97,1,435.27,435.27
678,241,54,1,127.94,127.94
679,241,4,3,286.47,859.41
680,242,86,4,432.54,1730.16
681,243,61,4,236.77,947.08
682,243,22,4,180.62,722.48
683,243,84,5,448.9,2244.5
684,243,35,1,487.48,487.48
685,243,53,1,495.45,495.45
686,244,88,3,61.41,184.23
687,244,18,5,110.9,554.5
688,245,99,5,308.48,1542.4
689,246,2,5,98.29,491.45
690,246,24,3,313.69,941.07
691,246,28,5,401.9,2009.5
692,246,45,1,153.43,153.43
693,247,65,3,315.15,945.45
694,247,85,2,276.89,553.78
695,247,63,5,7.05,35.25
696,247,87,3,31.74,95.22
697,248,46,3,8.37,25.11
698,249,67,3,90.33,270.99
699,249,99,3,308.48,925.44
700,249,91,5,97.89,489.45
701,250,85,2,276.89,553.78
702,250,1,1,425.15,425.15
703,251,46,1,8.37,8.37
704,251,69,5,127.54,637.7
705,252,82,4,456.22,1824.88
706,253,83,5,455.02,2275.1
707,253,86,1,432.54,432.54
708,253,92,2,170.38,340.76
709,253,42,5,278.92,1394.6
710,253,86,5,432.54,2162.7
711,254,31,1,465.13,465.13
712,254,36,1,258.12,258.12
713,254,38,2,307.83,615.66
714,254,100,1,446.87,446.87
715,254,25,2,58.97,117.94
716,255,72,2,471.19,942.38
717,255,100,2,446.87,893.74
718,256,23,3,109.37,328.11
719,257,69,3,127.54,382.62
720,257,17,2,279.22,558.44
721,258,25,2,58.97,117.94
722,258,76,5,264.16,1320.8
723,258,27,1,169.87,169.87
724,259,67,4,90.33,361.32
725,259,78,2,75.28,150.56
726,259,78,1,75.28,75.28
727,259,61,1,236.77,236.77
728,260,29,3,148.73,446.19
729,260,56,5,106.88,534.4
730,261,18,5,110.9,554.5
731,261,31,1,465.13,465.13
732,262,57,4,220.38,881.52
733,262,25,5,58.97,294.85
734,262,25,2,58.97,117.94
735,262,8,1,351.35,351.35
736,262,40,4,116.91,467.64
737,263,80,5,231.93,1159.65
738,263,32,3,482.23,1446.69
739,264,73,3,478.22,1434.66
740,264,20,1,163.74,163.74
741,264,32,4,482.23,1928.92
742,265,11,4,192.64,770.56
743,266,13,3,156.7,470.1
744,267,74,4,156.04,624.16
745,268,53,1,495.45,495.45
746,268,38,2,307.83,615.66
747,268,44,1,462.08,462.08
748,268,71,1,208.34,208.34
749,268,71,3,208.34,625.02
750,269,30,2,264.32,528.64
751,269,97,4,435.27,1741.08
752,269,15,5,56.17,280.85
753,269,41,2,132.03,264.06
754,270,71,3,208.34,625.02
755,270,78,1,75.28,75.28
756,270,5,2,463.08,926.16
757,270,33,5,84.95,424.75
758,271,66,1,310.48,310.48
759,272,36,2,258.12,516.24
760,273,66,1,310.48,310.48
761,273,87,5,31.74,158.7
762,273,51,1,462.38,462.38
763,274,53,5,495.45,2477.25
764,274,2,3,98.29,294.87
765,274,54,2,127.94,255.88
766,274,27,1,169.87,169.87
767,274,94,2,491.84,983.68
768,275,81,1,21.17,21.17
769,275,82,4,456.22,1824.88
770,275,28,2,401.9,803.8
771,276,21,4,466.52,1866.08
772,276,2,2,98.29,196.58
773,277,17,2,279.22,558.44
774,277,77,1,22.82,22.82
775,277,99,3,308.48,925.44
776,277,69,1,127.54,127.54
777,278,47,5,147.59,737.95
778,279,82,4,456.22,1824.88
779,280,76,1,264.16,264.16
780,281,7,3,21.26,63.78
781,281,23,4,109.37,437.48
782,281,16,4,431.44,1725.76
783,282,28,5,401.9,2009.5
784,282,68,3,174.73,524.19
785,283,51,5,462.38,2311.9
786,283,61,4,236.77,947.08
787,284,87,4,31.74,126.96
788,284,100,1,446.87,446.87
789,284,34,4,52.96,211.84
790,284,38,2,307.83,615.66
791,284,71,4,208.34,833.36
792,285,36,3,258.12,774.36
793,285,71,1,208.34,208.34
794,286,80,3,231.93,695.79
795,286,4,1,286.47,286.47
796,287,34,2,52.96,105.92
797,287,3,4,298.06,1192.24
798,288,78,5,75.28,376.4
799,288,39,3,14.98,44.94
800,289,25,4,58.97,235.88
801,290,28,4,401.9,1607.6
802,290,47,1,147.59,147.59
803,291,38,1,307.83,307.83
804,291,98,5,463.98,2319.9
805,291,95,5,120.38,601.9
806,291,44,4,462.08,1848.32
807,292,96,2,125.55,251.1
808,292,51,2,462.38,924.76
809,292,89,2,123.21,246.42
810,292,72,2,471.19,942.38
811,293,90,4,432.36,1729.44
812,293,50,5,338.6,1693.0
813,293,53,5,495.45,2477.25
814,294,34,4,52.96,211.84
815,294,87,5,31.74,158.7
816,294,46,4,8.37,33.48
817,294,2,3,98.29,294.87
818,295,36,2,258.12,516.24
819,296,6,2,189.64,379.28
820,297,16,5,431.44,2157.2
821,297,17,2,279.22,558.44
822,298,60,4,463.32,1853.28
823,298,58,5,151.22,756.1
824,298,6,4,189.64,758.56
825,298,21,4,466.52,1866.08
826,298,81,3,21.17,63.51
827,299,93,1,493.18,493.18
828,299,8,1,351.35,351.35
829,299,60,3,463.32,1389.96
830,299,100,5,446.87,2234.35
831,299,10,4,403.13,1612.52
832,300,3,3,298.06,894.18
833,300,54,1,127.94,127.94
834,300,46,4,8.37,33.48
835,300,8,1,351.35,351.35
836,301,7,4,21.26,85.04
837,301,86,4,432.54,1730.16
838,301,70,2,336.06,672.12
839,302,79,4,219.91,879.64
840,302,33,1,84.95,84.95
841,302,72,3,471.19,1413.57
842,302,94,3,491.84,1475.52
843,302,94,5,491.84,2459.2
844,303,94,3,491.84,1475.52
845,303,13,5,156.7,783.5
846,303,40,5,116.91,584.55
847,303,68,2,174.73,349.46
848,303,73,4,478.22,1912.88
849,304,31,5,465.13,2325.65
850,304,15,5,56.17,280.85
851,304,51,2,462.38,924.76
852,304,9,4,88.43,353.72
853,304,65,4,315.15,1260.6
854,305,45,1,153.43,153.43
855,305,76,5,264.16,1320.8
856,305,47,2,147.59,295.18
857,306,65,4,315.15,1260.6
